squirrels,yard_type_pavement,yard_type_garden,yard_type_landsca,yard_type_woods,yard_type_desert,hab_dcid_woods,hab_evgr_woods,hab_mixed_woods,hab_orchard,hab_park,hab_water_fresh,hab_water_salt,hab_residential,hab_industrial,hab_agricultural,hab_desert_scrub,hab_young_woods,hab_swamp,hab_marsh,evgr_trees_atleast,evgr_shrbs_atleast,dcid_trees_atleast,dcid_shrbs_atleast,fru_trees_atleast,cacti_atleast,brsh_piles_atleast,water_srcs_atleast,bird_baths_atleast,nearby_feeders,cats,dogs,humans,housing_density,fed_in_jan,fed_in_feb,fed_in_mar,fed_in_apr,fed_in_may,fed_in_jun,fed_in_jul,fed_in_aug,fed_in_sep,fed_in_oct,fed_in_nov,fed_in_dec,numfeeders_suet,numfeeders_ground,numfeeders_hanging,numfeeders_platfrm,numfeeders_humming,numfeeders_water,numfeeders_thistle,numfeeders_fruit,numfeeders_hopper,numfeeders_tube,numfeeders_other,population_atleast,count_area_size_sq_m_atleast
no squirrels,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,3,3,3,1,NA,NA,NA,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,0,1,NA,NA,NA,NA,NA,1,1.01
no squirrels,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,11,11,11,4,4,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,NA,NA,NA,NA,NA,NA,2,3,2,5001,375.01
no squirrels,0,0,1,1,0,1,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,1,4,4,1,1,0,0,1,0,0,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,1,1,2,3,2,0,0,1,0,NA,NA,NA,1,375.01
no squirrels,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,0,1,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,0,1,NA,NA,NA,NA,NA,100001,1.01
no squirrels,NA,NA,NA,NA,NA,1,0,0,0,NA,0,0,1,0,NA,0,NA,NA,NA,1,0,3,3,NA,0,0,NA,NA,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,1,NA,NA,NA,NA,NA,5001,0.01
no squirrels,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,4,0,11,1,0,1,0,1,0,0,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1,0,1,0,0,NA,NA,NA,5001,100.01
no squirrels,0,0,1,1,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,4,0,0,0,0,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,0,1,1,1,0,NA,NA,NA,5001,100.01
no squirrels,0,0,0,0,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,0,0,1,4,1,0,0,0,1,1,0,1,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,25001,100.01
no squirrels,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,11,NA,1,1,4,NA,NA,1,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,1,1,1,100000,1.01
no squirrels,0,0,1,0,0,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,4,4,1,1,1,0,0,0,1,1,0,0,0,2,1,1,1,1,1,1,1,0,1,1,1,1,1,NA,4,NA,NA,1,2,NA,NA,NA,NA,100001,100.01
no squirrels,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,100000,1.01
no squirrels,0,0,1,1,0,0,0,1,0,NA,0,0,0,0,0,0,0,NA,0,4,4,4,4,1,0,1,1,1,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,NA,0,3,NA,NA,0,1,2,NA,25001,375.01
no squirrels,NA,NA,NA,NA,NA,0,0,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,3,3,3,3,NA,0,NA,NA,NA,0,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,NA,NA,NA,NA,NA,5001,1.01
no squirrels,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,2,3,NA,1,1.01
no squirrels,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,1,3,3,1,NA,NA,NA,NA,1,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,6,1,1,2,NA,NA,NA,NA,NA,1,1.01
no squirrels,0,0,0,1,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,11,11,4,NA,1,1,NA,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,NA,NA,2,3,NA,NA,1,NA,NA,NA,NA,1,100.01
no squirrels,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,4,0,1,0,0,0,0,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,0,0,1,0,NA,NA,NA,5001,100.01
no squirrels,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,3,3,3,0,NA,NA,NA,NA,1,1,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,1,NA,NA,NA,NA,NA,25001,1.01
no squirrels,0,0,1,0,0,0,0,1,0,NA,1,0,0,0,1,0,0,NA,0,1,0,1,4,4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,NA,0,1,NA,NA,0,0,2,0,1,100.01
no squirrels,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,3,0,0,1,1,1,1,1,1,1,1,1,1,0,1,NA,1,2,NA,NA,0,0,1,0,25001,100.01
no squirrels,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,4,0,0,1,1,0,1,1,0,0,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,NA,2,1,NA,NA,0,3,1,0,100000,375.01
no squirrels,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,2,1,NA,5001,375.01
no squirrels,0,0,1,1,0,0,1,1,0,NA,0,0,1,0,1,1,0,NA,0,4,11,1,0,1,0,1,0,1,0,0,1,1,2,0,0,0,1,1,1,1,1,1,1,1,1,0,2,NA,0,1,NA,NA,0,1,1,1,25001,100.01
no squirrels,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11,4,11,4,0,0,0,1,0,0,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,0,NA,NA,0,0,2,0,1,1.01
no squirrels,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,NA,1,1,NA,NA,NA,NA,NA,3,3,3,3,NA,0,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,0,0,NA,NA,NA,NA,NA,1,375.01
no squirrels,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,4,4,4,1,0,0,0,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,0,1,NA,NA,0,0,1,1,100000,375.01
no squirrels,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,0,1,0,NA,1,NA,NA,NA,3,3,3,3,NA,0,0,NA,NA,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,2,0,0,NA,NA,NA,NA,NA,1,100.01
no squirrels,0,0,1,1,0,0,0,1,0,NA,0,0,1,1,0,0,0,NA,0,11,4,11,11,4,11,1,0,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,1,2,NA,NA,0,0,1,2,25001,100.01
no squirrels,NA,NA,NA,NA,NA,1,1,1,1,NA,1,0,0,0,NA,0,NA,NA,NA,3,3,3,3,NA,0,0,NA,NA,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,NA,NA,NA,NA,NA,1,100.01
no squirrels,0,0,1,0,0,1,1,1,1,NA,0,0,1,1,0,0,0,NA,0,1,0,1,1,1,0,0,0,0,0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,0,0,NA,NA,0,3,0,0,100000,1.01
no squirrels,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,4,1,4,4,1,0,0,1,0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,0,1,2,1,0,NA,NA,NA,100001,100.01
no squirrels,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,4,4,11,11,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,0,0,NA,NA,0,0,1,0,1,0.01
no squirrels,0,0,0,1,0,1,0,0,1,NA,0,0,1,1,0,0,0,NA,0,1,1,1,11,4,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,0,NA,NA,1,2,0,1,5001,0.01
no squirrels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,6,1,2,1,3,1,NA,NA,NA,NA,NA
no squirrels,0,0,1,1,0,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,4,1,4,4,1,0,4,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,1,3,3,NA,2,NA,NA,NA,NA,NA,1,100.01
no squirrels,0,1,0,0,0,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,4,1,0,0,0,1,1,0,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,2,0,1,0,0,NA,NA,NA,5001,0.01
no squirrels,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,1,0,NA,0,1,4,4,4,0,0,0,0,1,0,0,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,NA,0,3,NA,NA,1,1,1,0,1,100.01
no squirrels,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,0,0,1,1,NA,0,NA,NA,NA,0,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3,1,0,0,NA,NA,NA,NA,NA,5001,375.01
no squirrels,0,0,1,1,0,1,1,1,0,NA,0,0,1,0,1,0,0,NA,0,11,11,11,11,0,0,1,0,0,1,1,0,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,0,NA,NA,0,3,3,0,1,375.01
no squirrels,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,4,0,0,0,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,0,0,1,0,0,NA,NA,NA,5001,1.01
no squirrels,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,4,4,4,1,0,0,0,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,1,2,0,NA,NA,NA,100001,0.01
no squirrels,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,4,1,4,0,0,0,0,1,0,1,1,2,0,0,0,0,0,1,1,1,1,1,1,0,1,0,NA,0,0,NA,NA,0,1,1,1,5001,1.01
no squirrels,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,11,11,11,0,4,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,NA,1,0,NA,NA,0,0,3,0,1,375.01
no squirrels,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,11,11,0,0,4,0,0,0,0,0,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,0,0,NA,NA,0,1,1,0,25001,100.01
no squirrels,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4,4,11,0,1,11,0,0,1,0,1,NA,NA,3,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,NA,NA,NA,5001,1.01
no squirrels,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,11,1,1,0,1,0,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,1,NA,NA,NA,NA,NA,4,NA,25001,375.01
no squirrels,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,1,3,0,0,NA,NA,NA,NA,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,0,0,NA,NA,NA,NA,NA,5001,100.01
no squirrels,NA,NA,NA,NA,NA,0,1,1,0,NA,0,0,0,0,NA,1,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,1,1.01
no squirrels,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,4,11,4,0,1,0,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,NA,2,0,NA,NA,0,0,5,0,25001,100.01
no squirrels,0,1,0,0,0,0,1,1,0,NA,1,0,1,1,0,0,0,NA,0,11,11,11,11,4,0,1,0,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,100000,1.01
no squirrels,0,0,1,0,0,1,0,1,0,NA,0,0,1,0,1,0,0,NA,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,0,NA,NA,0,0,3,0,1,1.01
no squirrels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,2,0,0,1,0,NA,NA,NA,NA,NA
no squirrels,0,0,1,1,0,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,11,4,4,4,4,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,2,0,4,0,0,0,1,0,NA,NA,NA,1,375.01
no squirrels,NA,NA,NA,NA,NA,0,0,1,0,NA,0,0,0,0,NA,0,NA,NA,NA,3,3,3,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,3,0,1,0,NA,NA,NA,NA,NA,NA,1.01
no squirrels,0,0,1,1,0,0,0,1,0,NA,0,0,1,0,0,0,0,NA,0,1,1,11,11,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,25001,1.01
no squirrels,NA,NA,NA,NA,NA,0,0,1,0,NA,0,0,0,0,NA,0,NA,NA,NA,0,0,1,3,NA,0,1,NA,NA,0,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,NA,NA,NA,NA,NA,1,375.01
no squirrels,0,0,1,1,0,0,0,1,0,NA,1,0,1,0,1,0,0,NA,1,4,1,11,4,4,0,1,1,1,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,NA,0,0,NA,NA,0,3,3,0,5001,375.01
no squirrels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,0,0,1,2,0,NA,NA,NA,NA,NA
no squirrels,0,0,0,1,0,0,1,1,0,NA,1,0,1,0,1,0,0,NA,0,4,0,11,11,1,0,1,0,1,0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,2,2,NA,NA,0,2,2,1,100000,375.01
no squirrels,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,4,11,4,11,1,0,1,0,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,3,0,4,0,0,NA,NA,NA,25001,375.01
no squirrels,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,4,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,0,0,NA,NA,0,5,1,0,1,1.01
no squirrels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,0,0,2,0,NA,NA,NA,NA,NA
no squirrels,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,4,1,4,4,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,1.01
no squirrels,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,4,1,4,4,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,NA,4,NA,NA,NA,1,1,NA,100000,100.01
no squirrels,NA,NA,NA,NA,NA,0,0,1,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,3,3,3,3,NA,0,NA,NA,NA,0,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,2,2,NA,NA,NA,NA,NA,25001,100.01
no squirrels,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,11,4,4,1,0,0,0,0,0,0,1,1,3,1,1,1,1,0,0,0,0,0,0,0,1,1,0,NA,0,0,NA,NA,0,0,0,3,25001,1.01
no squirrels,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,0,0,2,1,0,NA,NA,NA,5001,100.01
no squirrels,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,4,1,4,4,1,0,1,1,1,1,1,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,0,1,NA,NA,0,1,1,0,5001,100.01
no squirrels,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,11,4,11,4,0,0,0,1,0,0,1,1,3,1,1,1,1,0,0,0,0,0,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,4,3,100000,1.01
no squirrels,0,0,1,0,0,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,1,4,11,4,0,1,0,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,0,1,2,0,NA,NA,NA,5001,375.01
no squirrels,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,4,4,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5001,100.01
no squirrels,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,11,11,0,0,11,11,0,1,1,0,1,2,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,NA,NA,NA,5001,100.01
no squirrels,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,4,11,11,11,4,0,0,0,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,0,0,NA,NA,0,0,0,3,100001,1.01
no squirrels,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,11,0,11,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,NA,1,0,NA,NA,0,2,2,0,1,375.01
no squirrels,0,0,1,1,0,0,1,1,1,NA,1,0,0,0,1,0,0,NA,0,0,1,11,4,4,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,1,0,NA,NA,0,0,2,0,1,100.01
no squirrels,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,0,0,0,1,0,1,0,1,0,1,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,NA,NA,NA,100001,1.01
no squirrels,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,0,3,3,0,NA,NA,NA,NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,2,2,1,NA,NA,NA,NA,NA,1,100.01
no squirrels,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,4,4,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,NA,NA,NA,1,1.01
no squirrels,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,11,11,11,11,1,0,4,1,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,0,0,1,375.01
no squirrels,0,0,1,0,0,1,NA,1,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,4,4,4,1,0,0,0,1,1,1,1,1,3,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,3,0,1,2,0,NA,NA,NA,25001,1.01
no squirrels,0,0,1,0,0,1,0,1,1,NA,1,0,1,0,0,0,1,NA,0,0,11,0,4,0,0,0,0,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,NA,0,0,NA,NA,0,2,3,0,25001,100.01
no squirrels,0,0,0,1,0,0,1,1,1,NA,1,0,1,0,1,0,1,NA,1,11,11,4,11,11,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,4,1,NA,NA,0,0,2,0,5001,1.01
no squirrels,0,0,1,1,0,1,0,0,1,NA,0,0,1,0,1,0,0,NA,0,4,0,1,4,NA,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,NA,1,100.01
no squirrels,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,4,4,4,11,1,0,1,0,1,0,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,3,0,1,1,0,NA,NA,NA,25001,100.01
no squirrels,0,0,1,1,0,0,0,0,0,NA,0,0,1,0,0,1,0,NA,0,0,0,4,11,1,11,0,0,1,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,2,NA,NA,0,0,2,1,25001,100.01
no squirrels,0,0,1,1,0,0,1,0,0,NA,1,0,1,0,0,0,0,NA,0,11,4,4,1,1,0,0,0,1,0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,0,NA,NA,0,3,1,0,5001,375.01
no squirrels,NA,NA,NA,NA,NA,0,0,1,0,NA,0,0,0,0,NA,0,NA,NA,NA,3,3,1,NA,NA,NA,3,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,1,NA,NA,NA,NA,NA,5001,375.01
no squirrels,0,0,1,1,0,0,1,1,0,NA,1,1,1,0,0,0,0,1,1,11,11,1,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,1,3,NA,NA,0,1,2,0,1,1.01
no squirrels,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,11,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,NA,NA,NA,NA,1,1,0,1,1,NA,0,0,NA,NA,0,0,1,1,1,1.01
no squirrels,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,11,0,11,11,11,0,11,0,11,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,0,NA,NA,NA,NA,375.01
no squirrels,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,11,4,11,0,0,0,1,0,1,0,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,100000,1.01
no squirrels,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,11,11,4,4,4,0,0,0,1,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,3,1,25001,100.01
no squirrels,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,3,0,0,1,NA,NA,NA,NA,0,1,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,0,0,1,NA,NA,NA,NA,NA,25001,100.01
no squirrels,0,0,0,0,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,4,0,4,4,4,0,0,0,0,0,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,25001,100.01
no squirrels,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,4,1,0,0,0,1,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,5,2,0,1,2,0,NA,NA,NA,5001,100.01
no squirrels,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,3,3,3,3,NA,NA,NA,NA,1,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,2,0,0,NA,NA,NA,NA,NA,5001,100.01
no squirrels,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,4,4,0,0,0,0,0,0,4,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,4,0,0,1,1,0,NA,NA,NA,25001,1.01
